MyUnknownColumn,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
1580,0,16.0,Mobile,3,22.0,E wallet,Female,3.0,3,Grocery,1,Married,6,1,22.0,0.0,2.0,9.0,260.64
3116,0,4.0,Computer,1,9.0,CC,Female,3.0,4,Mobile,2,Single,2,0,15.0,6.0,7.0,8.0,150.64
306,0,27.0,Mobile,1,14.0,DC,Female,2.0,3,Laptop,3,Single,8,0,11.0,1.0,1.0,0.0,137.8
3921,0,20.0,Mobile,1,20.0,DC,Male,3.0,4,Laptop,4,Single,8,0,15.0,2.0,2.0,10.0,180.62
4194,1,1.0,Mobile,1,7.0,CC,Male,4.0,4,Mobile,1,Married,4,1,17.0,1.0,3.0,1.0,147.93
690,0,10.0,Mobile,1,6.0,COD,Female,3.0,4,Mobile,4,Single,2,1,11.0,0.0,2.0,2.0,120.69999999999999
2583,0,0.0,Mobile,1,10.0,CC,Female,2.0,3,Mobile,4,Single,2,0,13.0,0.0,1.0,2.0,132.95
2577,0,8.0,Mobile,1,33.0,DC,Male,2.0,3,Laptop,3,Married,3,0,16.0,1.0,1.0,7.0,168.83
5530,0,21.0,Computer,1,21.0,COD,Male,4.0,4,Laptop,4,Married,10,0,19.0,1.0,2.0,8.0,179.67
2653,0,11.0,Mobile,3,8.0,E wallet,Female,3.0,5,Laptop,1,Married,3,1,20.0,0.0,1.0,3.0,154.05
3428,0,13.0,Mobile,1,7.0,DC,Female,4.0,5,Grocery,2,Divorced,3,0,17.0,1.0,2.0,9.0,252.42000000000002
4863,0,12.0,Computer,3,17.0,COD,Female,3.0,4,Laptop,1,Single,3,1,14.0,2.0,2.0,4.0,181.66
2158,1,2.0,Computer,1,8.0,DC,Male,2.0,3,Grocery,1,Married,8,0,11.0,10.0,11.0,3.0,221.69
5533,0,12.0,Computer,1,15.0,CC,Female,3.0,5,Laptop,4,Married,3,1,17.0,2.0,2.0,8.0,146.33
2022,0,22.0,Mobile,1,14.0,UPI,Female,2.0,3,Fashion,4,Married,5,0,11.0,0.0,1.0,7.0,174.03
5501,0,5.0,Mobile,1,27.0,DC,Male,3.0,4,Laptop,3,Married,3,0,12.0,1.0,2.0,3.0,166.97
3700,0,29.0,Mobile,1,7.0,CC,Male,3.0,2,Grocery,2,Married,4,0,14.0,1.0,2.0,1.0,272.32
871,0,0.0,Mobile,3,16.0,E wallet,Female,3.0,4,Laptop,2,Divorced,2,1,11.0,2.0,4.0,4.0,157.69
2649,0,13.0,Mobile,1,18.0,DC,Female,2.0,3,Laptop,5,Married,3,0,12.0,1.0,7.0,7.0,144.48
4042,0,18.0,Mobile,1,7.0,DC,Male,4.0,2,Laptop,5,Married,4,0,16.0,3.0,3.0,3.0,175.33
3320,0,1.0,Mobile,1,7.0,DC,Male,3.0,5,Laptop,2,Divorced,8,0,23.0,3.0,3.0,3.0,172.75
3403,0,19.0,Mobile,1,7.0,CC,Female,4.0,4,Mobile,2,Married,5,0,15.0,1.0,2.0,3.0,147.7
3689,0,16.0,Mobile,2,17.0,UPI,Female,3.0,4,Grocery,5,Divorced,2,0,16.0,1.0,2.0,10.0,292.99
4129,0,10.0,Mobile,3,10.0,CC,Female,4.0,5,Fashion,1,Married,2,0,20.0,4.0,4.0,5.0,201.44
1666,0,4.0,Mobile,3,13.0,E wallet,Male,3.0,3,Laptop,1,Married,5,0,12.0,0.0,1.0,7.0,175.47
4784,0,27.0,Mobile,3,14.0,E wallet,Female,4.0,5,Fashion,1,Married,9,1,19.0,1.0,2.0,5.0,234.33999999999997
150,0,10.0,Computer,1,6.0,CC,Female,0.0,3,Fashion,2,Married,3,1,18.0,0.0,2.0,2.0,236.02999999999997
2283,0,30.0,Mobile,1,16.0,DC,Male,2.0,3,Mobile,3,Married,2,0,12.0,1.0,2.0,2.0,123.72
4798,0,1.0,Mobile,3,11.0,E wallet,Male,3.0,5,Laptop,5,Married,3,0,13.0,2.0,2.0,4.0,167.56
1194,0,5.0,Computer,3,16.0,E wallet,Male,3.0,3,Laptop,1,Single,9,0,13.0,1.0,1.0,0.0,146.48
63,0,7.0,Computer,1,8.0,DC,Male,2.0,4,Laptop,3,Divorced,2,0,17.0,0.0,1.0,9.0,195.47
1756,0,30.0,Mobile,1,13.0,DC,Female,2.0,3,Others,5,Married,6,0,16.0,1.0,11.0,10.0,295.66
1913,1,18.0,Mobile,1,8.0,CC,Male,3.0,3,Others,5,Married,6,1,16.0,1.0,1.0,4.0,298.59
3261,0,1.0,Computer,1,7.0,DC,Female,4.0,6,Mobile,2,Married,5,0,15.0,3.0,3.0,1.0,168.64
2088,0,30.0,Mobile,1,8.0,DC,Female,3.0,4,Grocery,1,Single,4,1,13.0,4.0,2.0,3.0,237.26
2368,0,10.0,Mobile,1,7.0,DC,Female,2.0,3,Mobile,5,Married,3,0,22.0,0.0,1.0,0.0,120.66
2471,0,23.0,Mobile,3,15.0,E wallet,Male,2.0,3,Others,3,Married,5,1,16.0,0.0,1.0,0.0,293.31
940,0,28.0,Mobile,1,10.0,DC,Male,1.0,3,Laptop,3,Divorced,1,1,16.0,0.0,1.0,2.0,140.35
2107,1,10.0,Computer,1,8.0,DC,Male,2.0,3,Mobile,5,Married,7,1,14.0,0.0,1.0,2.0,120.41999999999999
5099,1,1.0,Mobile,1,14.0,DC,Male,4.0,4,Laptop,3,Married,3,0,19.0,1.0,2.0,2.0,173.83
2811,0,12.0,Mobile,1,12.0,CC,Male,2.0,4,Fashion,5,Married,5,0,15.0,0.0,1.0,7.0,199.91
2387,0,17.0,Computer,1,11.0,DC,Male,2.0,4,Mobile,3,Single,4,0,14.0,0.0,1.0,3.0,131.62
3058,1,4.0,Mobile,3,29.0,E wallet,Male,4.0,5,Laptop,3,Divorced,4,1,13.0,2.0,2.0,1.0,188.8
5291,0,8.0,Computer,1,17.0,COD,Male,4.0,5,Laptop,3,Married,3,0,15.0,2.0,8.0,8.0,175.63
5197,0,19.0,Mobile,1,36.0,COD,Male,3.0,4,Fashion,1,Married,6,1,19.0,2.0,2.0,3.0,218.8
299,0,30.0,Mobile,3,35.0,E wallet,Male,2.0,4,Grocery,2,Married,4,0,12.0,0.0,2.0,0.0,241.18
2064,0,20.0,Mobile,3,10.0,DC,Female,2.0,3,Laptop,1,Single,2,1,17.0,1.0,1.0,7.0,141.63
1787,0,9.0,Computer,3,16.0,CC,Male,2.0,3,Fashion,1,Single,2,0,14.0,8.0,9.0,7.0,199.8
4068,0,16.0,Mobile,3,19.0,E wallet,Male,4.0,4,Laptop,1,Married,5,1,13.0,1.0,2.0,1.0,175.87
748,0,9.0,Mobile,1,12.0,DC,Male,3.0,5,Mobile,3,Married,2,0,14.0,0.0,1.0,7.0,127.41
4041,0,22.0,Computer,1,29.0,CC,Female,3.0,4,Grocery,1,Married,5,0,16.0,1.0,5.0,8.0,296.74
916,0,1.0,Mobile,3,11.0,CC,Male,2.0,3,Laptop,5,Single,1,0,18.0,1.0,1.0,3.0,184.63
2723,0,15.0,Mobile,3,18.0,E wallet,Male,3.0,3,Laptop,1,Married,4,1,12.0,1.0,1.0,0.0,150.87
2807,0,12.0,Mobile,3,30.0,E wallet,Female,2.0,4,Grocery,1,Married,1,0,11.0,3.0,9.0,3.0,220.31
181,0,5.0,Mobile,3,13.0,DC,Male,3.0,4,Laptop,3,Divorced,2,0,14.0,1.0,4.0,8.0,154.84
5483,0,2.0,Computer,2,8.0,DC,Male,3.0,4,Mobile,1,Married,3,0,16.0,2.0,3.0,3.0,152.06
3317,0,26.0,Computer,1,32.0,CC,Female,3.0,5,Grocery,2,Divorced,5,0,23.0,1.0,2.0,1.0,263.26
3526,1,1.0,Mobile,3,30.0,DC,Female,3.0,5,Fashion,5,Divorced,3,0,14.0,1.0,4.0,11.0,198.36
3703,0,4.0,Mobile,3,14.0,E wallet,Female,4.0,4,Laptop,5,Married,9,0,15.0,2.0,2.0,3.0,172.79
1700,0,0.0,Mobile,3,6.0,DC,Male,2.0,3,Laptop,3,Married,2,0,17.0,0.0,7.0,7.0,152.96
1522,1,0.0,Mobile,1,8.0,DC,Male,2.0,4,Mobile,1,Single,2,0,22.0,1.0,1.0,0.0,111.02000000000001
5002,1,1.0,Mobile,1,19.0,DC,Female,4.0,4,Mobile,1,Married,3,1,12.0,2.0,2.0,1.0,150.15
3025,0,14.0,Mobile,3,7.0,CC,Male,3.0,6,Laptop,2,Divorced,4,1,23.0,2.0,2.0,3.0,199.57
2405,1,0.0,Computer,1,15.0,CC,Male,2.0,3,Mobile,5,Single,3,1,11.0,0.0,1.0,0.0,131.72
2400,0,7.0,Computer,1,21.0,CC,Male,3.0,3,Grocery,5,Married,8,0,14.0,1.0,6.0,9.0,270.07
321,0,14.0,Computer,3,16.0,DC,Male,2.0,3,Laptop,2,Single,8,0,14.0,0.0,1.0,10.0,162.3
2349,0,0.0,Mobile,1,13.0,UPI,Male,3.0,1,Mobile,5,Single,1,0,12.0,0.0,1.0,7.0,135.78
4171,0,3.0,Mobile,1,22.0,DC,Female,3.0,5,Laptop,3,Single,2,1,13.0,2.0,2.0,9.0,166.93
4494,0,19.0,Mobile,1,15.0,UPI,Male,4.0,4,Laptop,1,Married,11,0,15.0,9.0,10.0,9.0,161.97
549,0,30.0,Mobile,1,11.0,COD,Female,2.0,4,Fashion,4,Married,3,1,13.0,1.0,1.0,4.0,205.52
470,1,20.0,Mobile,1,8.0,DC,Male,2.0,3,Others,4,Single,8,1,16.0,5.0,13.0,8.0,292.46
3435,0,29.0,Computer,1,25.0,CC,Male,4.0,4,Laptop,4,Divorced,5,1,15.0,7.0,7.0,8.0,188.85
1914,0,9.0,Computer,3,14.0,DC,Male,3.0,4,Fashion,5,Single,2,0,15.0,0.0,1.0,9.0,175.87
501,0,5.0,Mobile,1,14.0,CC,Female,3.0,1,Laptop,3,Divorced,6,0,12.0,1.0,1.0,3.0,151.75
749,0,3.0,Mobile,1,13.0,DC,Male,2.0,3,Laptop,3,Married,2,0,13.0,8.0,8.0,9.0,134.91
4536,0,25.0,Mobile,3,21.0,DC,Female,3.0,4,Laptop,1,Married,6,0,12.0,2.0,2.0,8.0,174.36
1708,1,0.0,Mobile,3,11.0,E wallet,Female,3.0,3,Mobile,3,Single,2,1,13.0,0.0,1.0,0.0,128.51
192,1,15.0,Mobile,1,14.0,CC,Male,2.0,4,Laptop,4,Divorced,3,0,15.0,7.0,7.0,7.0,149.41
404,0,11.0,Mobile,1,6.0,DC,Female,2.0,2,Laptop,2,Single,1,0,13.0,1.0,1.0,8.0,176.25
1065,0,5.0,Mobile,1,8.0,CC,Male,2.0,3,Laptop,4,Married,1,0,13.0,0.0,1.0,6.0,154.7
3615,0,16.0,Mobile,1,14.0,CC,Female,4.0,2,Laptop,4,Divorced,8,1,17.0,1.0,2.0,1.0,148.72
3339,0,27.0,Mobile,1,30.0,DC,Female,4.0,4,Grocery,2,Single,8,0,19.0,1.0,4.0,9.0,267.75
4876,0,15.0,Computer,1,16.0,CC,Male,4.0,4,Others,3,Married,4,0,16.0,1.0,2.0,12.0,319.19
2359,0,4.0,Mobile,1,14.0,DC,Female,3.0,3,Grocery,4,Single,4,0,11.0,1.0,1.0,0.0,264.22
1993,0,10.0,Computer,3,27.0,CC,Female,3.0,3,Mobile,1,Married,6,0,15.0,1.0,1.0,0.0,129.73
4334,0,19.0,Mobile,3,11.0,DC,Female,2.0,4,Laptop,5,Married,6,1,12.0,1.0,2.0,4.0,175.06
3593,0,3.0,Mobile,1,14.0,DC,Male,3.0,4,Laptop,2,Married,3,1,12.0,1.0,2.0,1.0,191.23
3224,0,27.0,Mobile,1,14.0,DC,Male,3.0,3,Grocery,3,Divorced,5,0,20.0,1.0,2.0,4.0,273.14
4086,1,17.0,Mobile,3,31.0,DC,Male,4.0,4,Fashion,5,Single,8,1,14.0,3.0,3.0,3.0,229.48
5274,0,22.0,Mobile,1,22.0,UPI,Female,4.0,4,Mobile,5,Married,10,0,13.0,7.0,8.0,7.0,148.67
4775,0,1.0,Computer,1,10.0,CC,Male,3.0,4,Mobile,1,Married,3,0,12.0,1.0,2.0,1.0,142.06
3611,0,2.0,Computer,1,7.0,CC,Male,3.0,4,Mobile,3,Single,2,1,12.0,1.0,2.0,3.0,146.54
3159,1,1.0,Computer,3,18.0,UPI,Male,3.0,3,Laptop,3,Divorced,10,0,13.0,2.0,2.0,3.0,172.07
3205,0,9.0,Computer,1,10.0,DC,Male,3.0,5,Mobile,3,Divorced,3,0,19.0,2.0,2.0,1.0,137.81
3533,0,1.0,Mobile,1,10.0,CC,Male,3.0,2,Mobile,2,Divorced,3,0,23.0,2.0,2.0,8.0,169.2
3455,0,12.0,Computer,1,10.0,UPI,Male,3.0,4,Mobile,3,Divorced,5,0,17.0,3.0,3.0,3.0,153.21
4207,0,11.0,Mobile,1,26.0,DC,Male,4.0,4,Mobile,4,Married,6,0,22.0,1.0,2.0,1.0,155.22
1539,0,18.0,Computer,1,8.0,CC,Male,3.0,4,Grocery,1,Married,10,0,23.0,1.0,11.0,8.0,267.92
4209,0,9.0,Mobile,1,15.0,DC,Male,3.0,2,Mobile,1,Married,3,0,20.0,2.0,2.0,2.0,147.69
1012,0,0.0,Computer,1,32.0,UPI,Female,3.0,4,Mobile,3,Married,2,1,14.0,0.0,1.0,3.0,128.14
1892,1,5.0,Computer,1,25.0,CC,Male,3.0,1,Mobile,3,Married,7,1,12.0,0.0,2.0,2.0,127.59
4287,1,1.0,Mobile,3,29.0,E wallet,Male,3.0,4,Mobile,3,Single,3,1,20.0,2.0,2.0,1.0,141.75
1287,0,3.0,Mobile,1,6.0,CC,Male,3.0,3,Mobile,4,Married,2,0,13.0,0.0,1.0,7.0,137.48
3433,0,31.0,Mobile,1,9.0,DC,Female,4.0,5,Grocery,2,Single,5,1,14.0,1.0,5.0,4.0,262.26
4512,0,22.0,Mobile,3,36.0,CC,Female,4.0,4,Fashion,3,Married,5,0,22.0,1.0,2.0,1.0,250.04000000000002
5279,0,12.0,Mobile,3,21.0,DC,Male,4.0,4,Laptop,4,Married,2,0,12.0,4.0,8.0,3.0,224.24
1821,0,10.0,Mobile,1,23.0,UPI,Male,3.0,4,Mobile,4,Married,2,0,21.0,1.0,1.0,0.0,121.27000000000001
4059,1,1.0,Mobile,3,20.0,E wallet,Female,3.0,4,Laptop,3,Single,5,1,12.0,3.0,3.0,3.0,223.54
1401,0,8.0,Computer,3,5.0,DC,Male,3.0,3,Fashion,5,Married,2,0,22.0,0.0,1.0,8.0,190.69
40,0,23.0,Mobile,1,17.0,DC,Female,2.0,3,Others,4,Single,4,0,16.0,2.0,4.0,4.0,299.26
832,0,13.0,Computer,1,22.0,DC,Male,3.0,3,Mobile,3,Married,10,0,16.0,1.0,1.0,0.0,135.44
4884,0,1.0,Mobile,1,24.0,CC,Female,3.0,5,Laptop,3,Married,3,0,16.0,1.0,4.0,3.0,168.77
3314,0,27.0,Mobile,3,14.0,E wallet,Female,4.0,5,Fashion,2,Divorced,9,1,19.0,1.0,2.0,5.0,234.33999999999997
5096,0,19.0,Computer,1,32.0,CC,Female,3.0,4,Others,4,Single,5,0,16.0,1.0,2.0,1.0,305.61
487,0,1.0,Mobile,3,8.0,E wallet,Female,2.0,3,Laptop,4,Divorced,2,1,20.0,7.0,7.0,5.0,147.79
2223,0,15.0,Computer,2,8.0,CC,Male,3.0,1,Laptop,5,Married,8,0,16.0,1.0,1.0,3.0,162.72
1515,0,0.0,Mobile,1,23.0,COD,Male,3.0,3,Mobile,4,Married,1,1,16.0,0.0,1.0,1.0,130.58
1776,0,27.0,Mobile,1,5.0,DC,Female,2.0,3,Laptop,3,Single,8,0,11.0,0.0,1.0,0.0,137.8
5123,0,12.0,Mobile,3,9.0,DC,Female,3.0,4,Laptop,5,Married,5,0,16.0,1.0,2.0,8.0,193.93
5521,0,1.0,Computer,1,13.0,UPI,Male,4.0,2,Mobile,1,Married,2,0,19.0,3.0,8.0,8.0,150.44
2809,0,0.0,Mobile,3,11.0,UPI,Female,3.0,4,Mobile,3,Single,1,0,18.0,1.0,1.0,0.0,129.66
5121,0,9.0,Computer,1,11.0,DC,Male,3.0,4,Laptop,3,Single,3,1,12.0,2.0,2.0,2.0,167.49
4639,1,1.0,Computer,1,14.0,DC,Female,3.0,4,Mobile,3,Married,3,1,17.0,1.0,2.0,3.0,153.86
2767,0,8.0,Mobile,1,17.0,CC,Male,2.0,3,Mobile,3,Married,8,1,11.0,2.0,2.0,2.0,126.6
2975,0,11.0,Mobile,1,7.0,DC,Female,3.0,4,Mobile,2,Single,3,0,13.0,2.0,6.0,8.0,146.15
3585,0,5.0,Mobile,1,18.0,CC,Male,4.0,4,Laptop,5,Divorced,3,1,13.0,1.0,2.0,2.0,193.33
3483,0,2.0,Mobile,1,22.0,DC,Male,3.0,4,Mobile,3,Married,3,0,17.0,3.0,3.0,3.0,147.07
4206,0,8.0,Computer,3,30.0,E wallet,Male,4.0,4,Laptop,3,Single,2,0,21.0,1.0,9.0,8.0,170.68
856,1,0.0,Computer,3,24.0,E wallet,Female,3.0,3,Laptop,3,Divorced,1,1,18.0,3.0,3.0,2.0,146.14
1469,1,0.0,Mobile,3,12.0,DC,Male,3.0,5,Laptop,3,Married,5,1,18.0,0.0,7.0,7.0,161.72
3000,0,5.0,Mobile,2,9.0,UPI,Male,4.0,5,Laptop,5,Divorced,5,0,13.0,1.0,2.0,1.0,189.1
3146,0,1.0,Mobile,3,14.0,DC,Male,3.0,5,Fashion,2,Married,11,0,22.0,2.0,2.0,2.0,240.57
3235,0,4.0,Mobile,3,34.0,E wallet,Male,3.0,4,Laptop,2,Married,9,0,24.0,5.0,8.0,8.0,178.04
3164,0,1.0,Mobile,1,30.0,CC,Male,3.0,3,Mobile,2,Divorced,3,1,12.0,1.0,2.0,5.0,152.25
2013,0,1.0,Mobile,1,16.0,CC,Female,3.0,3,Mobile,3,Married,6,0,18.0,0.0,2.0,2.0,123.77000000000001
4083,0,1.0,Mobile,3,16.0,E wallet,Male,3.0,4,Laptop,1,Single,3,0,15.0,1.0,2.0,8.0,166.05
2244,0,22.0,Mobile,1,10.0,CC,Male,2.0,4,Others,3,Married,3,0,13.0,1.0,1.0,0.0,287.11
3603,1,9.0,Mobile,3,9.0,E wallet,Female,4.0,6,Others,4,Single,4,1,16.0,1.0,2.0,12.0,313.24
3383,1,1.0,Mobile,3,10.0,DC,Male,3.0,5,Fashion,2,Divorced,3,1,12.0,4.0,4.0,3.0,228.25
1618,0,10.0,Mobile,3,12.0,CC,Male,3.0,3,Laptop,1,Married,5,0,14.0,1.0,1.0,1.0,165.02
3969,1,8.0,Computer,1,7.0,CC,Male,3.0,4,Mobile,4,Married,3,1,13.0,2.0,3.0,4.0,148.42
1867,0,10.0,Mobile,1,16.0,DC,Male,3.0,1,Mobile,1,Single,4,0,17.0,1.0,1.0,0.0,146.8
160,0,10.0,Mobile,1,6.0,DC,Female,2.0,3,Mobile,2,Single,2,0,12.0,1.0,5.0,7.0,121.15
3019,0,21.0,Mobile,1,12.0,DC,Male,3.0,4,Others,3,Divorced,6,0,16.0,1.0,2.0,2.0,308.0
1952,1,12.0,Mobile,3,17.0,E wallet,Female,2.0,3,Fashion,1,Married,2,0,18.0,0.0,7.0,7.0,176.54
3001,0,19.0,Computer,1,14.0,DC,Male,4.0,4,Fashion,5,Married,3,0,19.0,6.0,10.0,12.0,177.1
228,0,10.0,Mobile,1,12.0,CC,Male,2.0,2,Laptop,5,Married,5,1,13.0,2.0,6.0,7.0,159.74
4221,0,12.0,Computer,1,36.0,DC,Female,3.0,4,Laptop,1,Single,3,0,12.0,7.0,10.0,10.0,149.06
1052,0,23.0,Mobile,1,23.0,DC,Female,2.0,4,Fashion,5,Married,6,0,15.0,1.0,2.0,11.0,232.69
5592,0,11.0,Mobile,1,17.0,DC,Female,3.0,2,Fashion,1,Married,3,1,26.0,1.0,7.0,9.0,262.44
5500,0,10.0,Mobile,3,17.0,COD,Female,4.0,5,Laptop,3,Married,3,1,14.0,1.0,2.0,8.0,181.73
2600,1,0.0,Mobile,3,22.0,DC,Female,3.0,3,Fashion,5,Single,3,1,20.0,1.0,1.0,0.0,185.64
1085,0,10.0,Mobile,1,27.0,CC,Male,3.0,1,Mobile,4,Married,2,0,18.0,2.0,2.0,13.0,120.28
1494,0,10.0,Mobile,1,9.0,CC,Female,3.0,3,Mobile,4,Single,2,0,14.0,1.0,1.0,0.0,114.83000000000001
3091,0,30.0,Computer,3,13.0,DC,Female,3.0,3,Grocery,5,Divorced,11,0,12.0,3.0,2.0,8.0,257.12
5457,1,1.0,Mobile,2,27.0,CC,Female,4.0,4,Mobile,4,Married,2,1,12.0,1.0,2.0,5.0,146.48
4627,0,11.0,Computer,3,16.0,CC,Male,4.0,4,Fashion,4,Married,3,0,14.0,2.0,8.0,3.0,213.34
3646,0,30.0,Mobile,2,15.0,DC,Male,3.0,4,Others,4,Single,8,0,16.0,2.0,8.0,8.0,322.17
4319,0,8.0,Computer,3,9.0,E wallet,Female,4.0,4,Mobile,3,Married,8,0,19.0,1.0,2.0,3.0,147.31
3890,0,18.0,Mobile,2,7.0,DC,Female,3.0,4,Mobile,1,Married,6,1,19.0,3.0,3.0,3.0,156.95
112,0,25.0,Computer,3,8.0,DC,Male,3.0,4,Others,3,Single,2,1,18.0,1.0,15.0,12.0,290.68
499,0,26.0,Mobile,3,13.0,E wallet,Female,3.0,4,Fashion,2,Divorced,8,1,18.0,0.0,1.0,3.0,209.33999999999997
2061,0,14.0,Computer,1,15.0,CC,Male,3.0,3,Others,3,Married,3,0,16.0,0.0,1.0,11.0,294.19
3942,0,8.0,Mobile,1,9.0,CC,Male,4.0,2,Mobile,1,Married,2,1,15.0,1.0,2.0,3.0,154.32
1537,1,0.0,Mobile,1,29.0,DC,Male,2.0,4,Laptop,3,Married,4,1,13.0,1.0,1.0,1.0,159.16
1861,0,0.0,Mobile,1,10.0,CC,Male,3.0,1,Mobile,5,Married,3,0,16.0,0.0,1.0,2.0,128.19
5607,0,10.0,Computer,3,22.0,E wallet,Male,3.0,6,Laptop,1,Married,3,0,25.0,6.0,12.0,12.0,179.06
2129,0,11.0,Mobile,1,23.0,DC,Female,3.0,4,Fashion,3,Married,1,0,18.0,1.0,1.0,9.0,188.23
4817,0,3.0,Mobile,1,14.0,CC,Female,4.0,5,Mobile,1,Married,8,0,15.0,2.0,2.0,4.0,150.32
2761,0,11.0,Mobile,3,7.0,DC,Male,2.0,3,Laptop,4,Married,1,0,15.0,1.0,5.0,8.0,144.4
2548,0,26.0,Mobile,1,30.0,CC,Male,2.0,1,Fashion,1,Married,4,0,15.0,0.0,1.0,2.0,170.05
3785,0,7.0,Mobile,1,35.0,DC,Male,4.0,4,Laptop,3,Married,3,1,13.0,2.0,6.0,8.0,177.07
2803,0,8.0,Mobile,1,7.0,DC,Female,3.0,5,Mobile,1,Married,2,0,12.0,1.0,1.0,1.0,129.77
5225,0,29.0,Mobile,1,11.0,DC,Male,2.0,4,Laptop,3,Married,2,1,17.0,2.0,2.0,3.0,165.35
5044,0,14.0,Mobile,3,17.0,COD,Female,3.0,5,Laptop,4,Married,9,0,13.0,2.0,2.0,4.0,193.52
2673,0,0.0,Mobile,3,29.0,CC,Female,2.0,4,Laptop,3,Married,2,0,21.0,3.0,5.0,8.0,135.4
447,0,2.0,Mobile,1,33.0,CC,Female,3.0,3,Laptop,3,Divorced,5,0,12.0,1.0,1.0,1.0,143.35
3397,0,21.0,Computer,1,23.0,CC,Male,4.0,2,Laptop,3,Married,3,1,20.0,1.0,3.0,8.0,175.67
4795,0,9.0,Mobile,1,16.0,DC,Female,4.0,5,Fashion,3,Married,3,1,21.0,4.0,2.0,16.0,231.85000000000002
769,0,27.0,Mobile,1,9.0,DC,Male,2.0,3,Grocery,2,Divorced,4,0,14.0,1.0,1.0,9.0,277.79
3905,0,9.0,Computer,1,9.0,CC,Male,4.0,5,Mobile,1,Single,2,1,15.0,2.0,2.0,5.0,174.3
4245,0,30.0,Mobile,1,14.0,DC,Male,3.0,6,Fashion,1,Single,6,0,12.0,1.0,2.0,3.0,197.6
5425,0,7.0,Computer,1,11.0,COD,Male,3.0,4,Laptop,4,Married,7,0,16.0,1.0,2.0,8.0,155.55
2273,1,7.0,Mobile,1,21.0,CC,Female,3.0,3,Fashion,1,Married,2,0,11.0,0.0,1.0,5.0,179.78
244,0,4.0,Mobile,1,16.0,DC,Male,2.0,4,Mobile,4,Single,1,1,16.0,1.0,2.0,2.0,126.57
4690,0,1.0,Mobile,1,7.0,DC,Female,4.0,4,Fashion,5,Married,3,0,12.0,1.0,2.0,8.0,199.12
2908,0,19.0,Computer,3,13.0,CC,Female,3.0,5,Fashion,2,Single,8,0,13.0,13.0,13.0,3.0,213.65
2939,0,19.0,Computer,1,14.0,DC,Male,4.0,3,Laptop,3,Divorced,6,0,18.0,1.0,2.0,3.0,189.34
452,0,10.0,Mobile,1,16.0,DC,Female,3.0,3,Mobile,5,Married,1,1,13.0,3.0,4.0,3.0,127.82
398,0,23.0,Mobile,1,34.0,CC,Male,3.0,2,Mobile,3,Divorced,2,1,11.0,3.0,3.0,8.0,132.21
3242,0,30.0,Mobile,1,16.0,CC,Male,3.0,4,Grocery,2,Divorced,9,0,12.0,1.0,2.0,2.0,236.02999999999997
729,0,18.0,Mobile,1,13.0,CC,Female,2.0,3,Mobile,3,Divorced,5,1,19.0,1.0,1.0,2.0,144.77
3398,0,10.0,Computer,3,15.0,COD,Male,3.0,4,Laptop,2,Married,6,0,14.0,2.0,2.0,8.0,175.79
3007,1,16.0,Mobile,1,15.0,CC,Male,3.0,5,Laptop,4,Divorced,4,0,16.0,8.0,8.0,8.0,174.41
5491,0,22.0,Mobile,1,17.0,DC,Male,4.0,5,Others,4,Married,6,0,16.0,4.0,13.0,10.0,321.65
4237,0,19.0,Mobile,1,13.0,UPI,Male,3.0,4,Fashion,5,Married,6,1,15.0,2.0,2.0,1.0,257.45
1985,0,0.0,Computer,1,10.0,DC,Male,2.0,4,Mobile,1,Married,1,0,17.0,0.0,3.0,4.0,131.62
1216,0,4.0,Mobile,1,26.0,DC,Male,2.0,3,Laptop,3,Married,2,0,11.0,0.0,1.0,2.0,141.97
4360,0,1.0,Computer,1,7.0,COD,Male,3.0,5,Laptop,5,Married,7,0,20.0,3.0,3.0,1.0,167.98
4586,0,4.0,Computer,1,9.0,CC,Female,3.0,4,Mobile,1,Single,2,0,15.0,2.0,7.0,8.0,150.64
4317,0,31.0,Mobile,1,16.0,CC,Female,4.0,5,Mobile,4,Married,6,1,21.0,2.0,2.0,1.0,158.46
4061,0,30.0,Mobile,3,18.0,E wallet,Female,3.0,5,Laptop,5,Married,6,0,17.0,1.0,2.0,1.0,178.8
4134,1,20.0,Mobile,1,14.0,COD,Male,4.0,4,Mobile,3,Married,10,0,12.0,7.0,10.0,9.0,148.39
2233,0,8.0,Computer,3,14.0,E wallet,Female,3.0,4,Fashion,1,Married,5,1,11.0,3.0,4.0,12.0,203.77
92,1,10.0,Mobile,1,6.0,COD,Male,2.0,3,Mobile,3,Single,1,0,14.0,0.0,1.0,5.0,120.58000000000001
2492,0,22.0,Mobile,1,31.0,DC,Female,2.0,3,Mobile,5,Married,2,0,14.0,1.0,1.0,4.0,132.11
4429,0,10.0,Mobile,1,13.0,DC,Male,3.0,4,Mobile,1,Married,2,0,12.0,2.0,11.0,12.0,157.1
4342,1,5.0,Mobile,3,27.0,E wallet,Female,4.0,4,Mobile,4,Single,3,1,23.0,1.0,2.0,3.0,156.4
